ID,Vietnamese_Text,English_Text,Vietnamese_Sound
wordex_nghệ,Cô ấy rất yêu nghệ thuật,She loves art very much,
wordex_nghèo,Gia đình đó khá nghèo,That family is quite poor,
wordex_nghi,Cảnh sát nghi ngờ anh ta,The police suspect him,
wordex_nghị,Quốc hội thông qua nghị quyết mới,Parliament passed a new resolution,
wordex_nghịch,Đứa bé rất nghịch ngợm,The kid is very naughty,
wordex_nghiêm,Thầy giáo rất nghiêm khắc,The teacher is very strict,
wordex_nghiên,Cô ấy đang nghiên cứu về y học,She's researching medicine,
wordex_nghiền,Máy nghiền cà phê rất ồn,The coffee grinder is very loud,
wordex_nghiện,Anh ấy nghiện chơi game,He's addicted to playing games,
wordex_nghiêng,Cái tủ hơi nghiêng sang một bên,The cabinet is tilted to one side,
wordex_nghiệt,Số phận của cô ấy thật nghiệt ngã,Her fate was truly harsh,
wordex_ngô,Ruộng ngô xanh mướt,The corn field is lush green,
wordex_ngớ,Anh ấy ngớ người ra vì bất ngờ,"He froze, stunned by surprise",
wordex_ngờ,Tôi không ngờ bạn lại đến,I didn't expect you to come,
wordex_ngộ,Nhà sư ngộ ra chân lý,The monk realizes the truth,
wordex_ngoại,Bà ngoại tôi sống ở quê,My maternal grandmother lives in the countryside,
wordex_ngoan,Con chó nhà tôi rất ngoan,My dog is very well-behaved,
wordex_ngốc,Đừng nói mấy câu ngốc nghếch đó,Don't say such silly things,
wordex_ngọc,Chiếc vòng này làm từ ngọc,This bracelet is made of jade,
wordex_ngôi,Đây là ngôi nhà của tôi,This is my house,
wordex_ngợi,Mọi người ca ngợi lòng dũng cảm của anh ấy,Everyone praises his courage,
wordex_ngón,Tôi bị đau ngón tay,My finger hurts,
wordex_ngôn,"Anh ấy giữ đúng lời hứa, trọng ngôn","He keeps his word, true to his promise",
wordex_ngọn,Chúng tôi trèo lên ngọn cây,We climbed to the top of the tree,
wordex_ngọt,Trái xoài này rất ngọt,This mango is very sweet,
wordex_ngột,Căn phòng ngột ngạt vì đông người,The room is stifling because of the crowd,
wordex_ngu,Đừng làm việc ngu ngốc đó,Don't do such a stupid thing,
wordex_ngũ,Chúng tôi ngũ giác trong đội hình,We formed a pentagon shape,
wordex_ngư,Ngư dân ra khơi đánh cá,Fishermen go out to sea to fish,
wordex_ngữ,Tôi học nhiều ngôn ngữ khác nhau,I study several different languages,
wordex_ngự,Vua ngự tại kinh thành,The king resides in the capital,
wordex_ngựa,Anh ấy cưỡi ngựa rất giỏi,He rides horses very well,
wordex_ngực,Ngực tôi cảm thấy khó chịu,My chest feels uncomfortable,
wordex_ngục,Anh ấy bị nhốt trong ngục,He's locked in prison,
wordex_ngửi,Tôi ngửi thấy mùi thơm,I smell a fragrant scent,
wordex_ngưng,Cơn mưa đã ngưng,The rain has stopped,
wordex_ngừng,Xe ngừng lại trước đèn đỏ,The car stops at the red light,
wordex_ngược,Bạn đang đi ngược chiều,You're going the wrong way,
wordex_ngươi,Ngươi là ai?,"Who are you? (archaic, to an inferior)",
wordex_nguồn,Đây là nguồn nước sạch,This is a clean water source,
wordex_ngưỡng,Tôi rất ngưỡng mộ sự kiên trì của bạn,I really admire your perseverance,
wordex_ngụy,Đừng nghe theo lời ngụy biện,Don't listen to sophistry,
wordex_nguyền,Trong truyện có một lời nguyền,In the story there's a curse,
wordex_nguyện,Tôi tình nguyện giúp đỡ,I volunteer to help,
wordex_nguyệt,Đây là báo nguyệt san,This is a monthly magazine,
wordex_nhá,Đi thôi nhá?,"Let's go, okay? (southern particle)",
wordex_nhã,Cô ấy ăn mặc rất tao nhã,She dresses very elegantly,
wordex_nhấc,Anh ấy nhấc chiếc va li lên,He lifts up the suitcase,
wordex_nhai,Nhai kỹ trước khi nuốt,Chew thoroughly before swallowing,
wordex_nhằm,Kế hoạch này nhằm cải thiện chất lượng,This plan aims to improve quality,
wordex_nhảm,Đừng nói chuyện nhảm nhí,Don't talk nonsense,
wordex_nhấn,Nhấn nút để bật đèn,Press the button to turn on the light,
wordex_nhẫn,Cô ấy đeo một chiếc nhẫn đẹp,She wears a beautiful ring,
wordex_nhãn,Đọc kỹ nhãn sản phẩm trước khi dùng,Read the product label carefully before use,
wordex_nhàng,Nói nhẹ nhàng thôi,Speak gently,
wordex_nhánh,Cây có nhiều nhánh nhỏ,The tree has many small branches,
wordex_nhạo,Đừng chế nhạo người khác,Don't mock others,
wordex_nhập,Anh ấy mới nhập cảnh vào Việt Nam,He just entered Vietnam,
wordex_nhát,Cắt một nhát dưa hấu,Cut a slice of watermelon,
wordex_nhạt,Món canh này hơi nhạt,This soup is a bit bland,
wordex_nhặt,Tôi nhặt được một đồng xu,I picked up a coin,
wordex_nhật,Tôi muốn học tiếng Nhật,I want to learn Japanese,
wordex_nháy,Anh ấy nháy mắt với tôi,He winks at me,
wordex_nhạy,Da của tôi khá nhạy cảm,My skin is quite sensitive,
wordex_nhện,Có một con nhện trên tường,There's a spider on the wall,
wordex_nhét,Tôi nhét tiền vào ví,I stuff the money into my wallet,
wordex_nhi,Bệnh viện nhi chăm sóc trẻ em,The pediatric hospital cares for children,
wordex_nhí,Đứa bé nhí nhảnh dễ thương,The lively little kid is adorable,
wordex_nhì,Anh ấy đạt giải nhì,He won second prize,
wordex_nhị,Đây là chương thứ nhị của cuốn sách,This is the second chapter of the book,
wordex_nhích,Xe cộ nhích từng chút một,Traffic inches forward little by little,
wordex_nhiễm,Anh ấy bị nhiễm bệnh cảm cúm,He got infected with the flu,
wordex_nhiệm,Đây là trách nhiệm của tôi,This is my responsibility,
wordex_nhiệt,Nhiệt độ ngoài trời rất cao,The outdoor temperature is very high,
wordex_nhiễu,Tín hiệu bị nhiễu,The signal has interference,
wordex_nhịp,Tim tôi đập theo nhịp nhạc,My heart beats to the rhythm of the music,
wordex_nho,Tôi mua một chùm nho,I bought a bunch of grapes,
wordex_nhổ,Nha sĩ nhổ một cái răng sâu,The dentist pulls out a decayed tooth,
wordex_nhờ,Tôi nhờ bạn giúp một việc,I'm asking you a favor,
wordex_nhỡ,Nhỡ trời mưa thì sao?,What if it happens to rain?,
wordex_nhở,Đi ăn thôi nhở?,"Let's go eat, shall we?",
wordex_nhóc,Nhóc con nghịch ngợm quá,The little kid is so naughty,
wordex_nhồi,Mẹ nhồi thịt vào bánh bao,Mom stuffs meat into the steamed bun,
wordex_nhốt,Đừng nhốt con vật trong lồng lâu quá,Don't keep the animal caged too long,
wordex_nhu,Cô ấy có tính cách nhu mì,She has a gentle personality,
wordex_nhựa,Chai nhựa này có thể tái chế,This plastic bottle can be recycled,
wordex_nhuận,Công ty đạt lợi nhuận cao,The company achieved high profit,
wordex_nhúc,Đừng nhúc nhích,Don't budge,
wordex_nhục,Anh ấy cảm thấy nhục nhã,He feels humiliated,
wordex_nhúng,Nhúng bánh vào sữa,Dip the biscuit into milk,
wordex_nhược,Đừng nhu nhược như vậy,Don't be so weak-willed,
wordex_nhường,Hãy nhường ghế cho người già,Please give up your seat for the elderly,
wordex_nhượng,Hai bên không ai chịu nhượng bộ,Neither side is willing to concede,
wordex_niềm,Đó là niềm vui lớn của tôi,That's my great joy,
wordex_niên,Anh ấy còn là thanh niên trẻ,He's still a young adult,
wordex_ninh,Khu vực này rất an ninh,This area is very secure,
wordex_nít,Đó chỉ là trò con nít,That's just child's play,
wordex_nô,Ngày xưa có chế độ nô lệ,In the past there was a slavery system,
wordex_nỗ,Anh ấy nỗ lực rất nhiều,He puts in a lot of effort,
wordex_nở,Hoa mai nở vào dịp Tết,Apricot blossoms bloom during Tet,
wordex_nợ,Anh ấy đang nợ tiền tôi,He owes me money,
wordex_nọ,Người đàn ông nọ trông rất quen,That man looks very familiar,
wordex_nộ,Anh ấy phẫn nộ vì bị lừa dối,He's furious about being deceived,
wordex_nóc,Chim đậu trên nóc nhà,The bird perches on the roof,
wordex_nỗi,Cô ấy giấu nỗi buồn trong lòng,She hides her sorrow inside,
wordex_nội,Ông nội tôi sống ở quê,My paternal grandfather lives in the countryside,
wordex_non,Lá non mới mọc,New tender leaves have sprouted,
wordex_nón,Bà đội nón lá đi chợ,Grandma wears a conical hat to the market,
wordex_nôn,Cô ấy cảm thấy buồn nôn,She feels nauseous,
wordex_nông,Con sông này khá nông,This river is quite shallow,
wordex_nồng,Mùi nước hoa của cô ấy khá nồng,Her perfume smell is quite strong,
wordex_nốt,Cô ấy đọc từng nốt nhạc,She reads each musical note,
wordex_nữ,Cô ấy là sinh viên nữ,She's a female student,
wordex_nụ,Nụ hoa sắp nở rồi,The flower bud is about to bloom,
wordex_nửa,Cho tôi nửa ký thịt,Give me half a kilo of meat,
wordex_nương,Cô ấy nương tựa vào gia đình,She relies on her family,
wordex_nuốt,Tôi nuốt viên thuốc,I swallow the pill,
wordex_nút,Nhấn nút để bắt đầu,Press the button to start,
wordex_nứt,Bức tường bị nứt,The wall has a crack,
wordex_ô,Mang theo ô phòng khi trời mưa,Bring an umbrella in case it rains,
wordex_ơ,"Ơ, sao lại thế này?","Huh, why is it like this?",
wordex_óc,Dùng óc suy nghĩ trước khi nói,Use your brain before speaking,
wordex_ối,"Ối, đau quá!","Ouch, that hurts!",
wordex_ôm,Cô ấy ôm con chặt vào lòng,She hugged her child tightly,
wordex_ốm,Cô ấy bị ốm mấy ngày nay,She's been sick for a few days,
wordex_ong,Con ong hút mật từ hoa,The bee collects nectar from flowers,
wordex_ống,Nước chảy qua ống dẫn,Water flows through the pipe,
wordex_ổng,Ổng đi làm rồi,He's already gone to work (southern),
wordex_oxy,Cây xanh tạo ra oxy,Green plants produce oxygen,
wordex_phá,Đừng phá đồ của người khác,Don't destroy other people's things,
wordex_phái,Anh ấy thuộc phái bảo thủ,He belongs to the conservative faction,
wordex_phạm,Anh ấy không phạm luật,He didn't break the law,
wordex_phán,Toà án phán quyết vụ án này,The court ruled on this case,
wordex_phàn,Khách hàng phàn nàn về dịch vụ,Customers complain about the service,
wordex_phấn,Cô ấy dùng phấn trang điểm,She uses powder for makeup,
wordex_phận,Đó là số phận của anh ấy,That is his fate,
wordex_phang,Anh ấy phang một gậy vào cửa,He strikes the door with a stick,
wordex_phanh,Anh ấy đạp phanh gấp,He slams the brakes,
wordex_pháo,Ngày Tết mọi người đốt pháo,"On Tet, everyone lights firecrackers",
wordex_pháp,Chúng ta cần tuân theo pháp luật,We need to follow the law,
wordex_phạt,Cảnh sát phạt anh ấy vì chạy quá tốc độ,The police fined him for speeding,
wordex_phật,Chúng tôi đi chùa lễ Phật,We go to the pagoda to worship Buddha,
wordex_phẫu,Anh ấy vừa trải qua ca phẫu thuật,He just went through a surgery,
wordex_phe,Hai phe đang tranh cãi,The two factions are arguing,
wordex_phế,Nhà máy cũ bị phế bỏ,The old factory was abandoned,
wordex_phết,Món này ngon phết đấy,This dish is actually quite good,
wordex_phi,Máy bay sắp cất cánh phi hành,The plane is about to take off,
wordex_phiên,Tôi làm ca phiên đêm,I work the night shift,
wordex_phiến,Có một phiến đá lớn ở đây,There's a large stone slab here,
wordex_phiêu,Anh ấy thích những chuyến phiêu lưu,He loves adventures,
wordex_phiếu,Tôi giữ phiếu mua hàng,I keep the purchase voucher,
wordex_phó,Anh ấy là phó giám đốc,He's the deputy director,
wordex_phô,Đừng phô trương sự giàu có,Don't flaunt your wealth,
wordex_phổ,Món phở rất phổ biến ở Việt Nam,Phở is very common in Vietnam,
wordex_phối,Hai màu này phối với nhau rất đẹp,These two colors combine beautifully,
wordex_phổi,Hút thuốc gây hại cho phổi,Smoking harms the lungs,
wordex_phơi,Mẹ phơi quần áo ngoài sân,Mom dries the clothes in the yard,
wordex_phong,Cô ấy có phong cách riêng,She has her own style,
wordex_phóng,Chiếc xe phóng rất nhanh,The car sped very fast,
wordex_phu,Người phu xe kéo rất vất vả,The rickshaw puller works very hard,
wordex_phú,Gia đình đó rất phú quý,That family is very wealthy,
wordex_phủ,Chính phủ đưa ra chính sách mới,The government announced a new policy,
wordex_phức,Vấn đề này khá phức tạp,This problem is quite complicated,
wordex_phục,Tôi rất phục bạn,I really admire you,
wordex_phun,Vòi phun nước hoạt động,The water sprinkler is running,
wordex_phụng,Ông ấy phụng sự đất nước cả đời,He served the country his whole life,
wordex_phước,Chúc gia đình bạn nhiều phước lành,Wishing your family much blessing,
wordex_phương,Chúng ta cần tìm một phương án khác,We need to find another solution,
wordex_piano,Cô ấy chơi piano rất hay,She plays the piano very well,
wordex_pizza,Chúng tôi gọi pizza cho bữa tối,We order pizza for dinner,
wordex_quạ,Con quạ đen đậu trên cành cây,The black crow perches on the branch,
wordex_quặc,Anh ấy có tính cách khá kỳ quặc,He has a rather odd personality,
wordex_quái,Con quái vật trong phim rất đáng sợ,The monster in the movie is very scary,
wordex_quân,Quân đội đang tập luyện,The army is training,
wordex_quận,Tôi sống ở quận một,I live in District One,
wordex_quang,Căn phòng tràn ngập ánh sáng quang đãng,The room is filled with bright light,
wordex_quăng,Anh ấy quăng quả bóng đi xa,He tosses the ball far away,
wordex_quãng,Chúng tôi đi được một quãng đường dài,We traveled a long stretch of road,
wordex_quảng,Công ty quảng cáo sản phẩm mới,The company advertises a new product,
wordex_quanh,Chúng tôi đi dạo quanh hồ,We walked around the lake,
wordex_quấy,Đừng quấy rầy tôi lúc này,Don't disturb me right now,
wordex_quầy,Tôi xếp hàng ở quầy thanh toán,I line up at the checkout counter,
wordex_quậy,Đừng quậy phá trong lớp,Don't cause trouble in class,
wordex_que,Cho tôi một que kem,Give me an ice cream stick,
wordex_quê,Tôi về quê thăm gia đình,I'm going back to my hometown to visit family,
wordex_quí,Đây là món quà rất quí,This is a very precious gift,
wordex_quốc,Việt Nam là một quốc gia xinh đẹp,Vietnam is a beautiful country,
wordex_quy,Hãy tuân theo quy định,Please follow the regulations,
wordex_quỳ,Anh ấy quỳ xuống cầu hôn,He knelt down to propose,
